prediction_id,headline,rollout_id,method,ranking,reward,date,status
"20250830_next_day_Salesforce,_Broadcom_0","Salesforce, Broadcom Set To Report Earnings As Markets Await Jobs Report",0,basic_stochastic,5,0.4285714285714286,20250830,evaluated
"20250830_next_day_Salesforce,_Broadcom_1","Salesforce, Broadcom Set To Report Earnings As Markets Await Jobs Report",1,basic_stochastic,7,0.1428571428571429,20250830,evaluated
"20250830_next_day_Salesforce,_Broadcom_2","Salesforce, Broadcom Set To Report Earnings As Markets Await Jobs Report",2,basic_stochastic,4,0.5714285714285714,20250830,evaluated
"20250830_next_day_Salesforce,_Broadcom_3","Salesforce, Broadcom Set To Report Earnings As Markets Await Jobs Report",3,basic_stochastic,3,0.7142857142857143,20250830,evaluated
"20250830_next_day_Salesforce,_Broadcom_4","Salesforce, Broadcom Set To Report Earnings As Markets Await Jobs Report",4,basic_stochastic,6,0.2857142857142857,20250830,evaluated
"20250830_next_day_Salesforce,_Broadcom_5","Salesforce, Broadcom Set To Report Earnings As Markets Await Jobs Report",5,basic_stochastic,8,0.0,20250830,evaluated
"20250830_next_day_Salesforce,_Broadcom_6","Salesforce, Broadcom Set To Report Earnings As Markets Await Jobs Report",6,basic_stochastic,1,1.0,20250830,evaluated
"20250830_next_day_Salesforce,_Broadcom_7","Salesforce, Broadcom Set To Report Earnings As Markets Await Jobs Report",7,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_Zscaler_Q4_Earnings__0,Zscaler Q4 Earnings Preview: Rising On CrowdStrike's Coattails,0,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_Zscaler_Q4_Earnings__1,Zscaler Q4 Earnings Preview: Rising On CrowdStrike's Coattails,1,basic_stochastic,3,0.7142857142857143,20250830,evaluated
20250830_next_day_Zscaler_Q4_Earnings__2,Zscaler Q4 Earnings Preview: Rising On CrowdStrike's Coattails,2,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_Zscaler_Q4_Earnings__3,Zscaler Q4 Earnings Preview: Rising On CrowdStrike's Coattails,3,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_Zscaler_Q4_Earnings__4,Zscaler Q4 Earnings Preview: Rising On CrowdStrike's Coattails,4,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_Zscaler_Q4_Earnings__5,Zscaler Q4 Earnings Preview: Rising On CrowdStrike's Coattails,5,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_Zscaler_Q4_Earnings__6,Zscaler Q4 Earnings Preview: Rising On CrowdStrike's Coattails,6,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_Zscaler_Q4_Earnings__7,Zscaler Q4 Earnings Preview: Rising On CrowdStrike's Coattails,7,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_Bitcoin:_May_Outperf_0,Bitcoin: May Outperform As Fed Pivots To Ease Policy (Rating Upgrade),0,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_Bitcoin:_May_Outperf_1,Bitcoin: May Outperform As Fed Pivots To Ease Policy (Rating Upgrade),1,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_Bitcoin:_May_Outperf_2,Bitcoin: May Outperform As Fed Pivots To Ease Policy (Rating Upgrade),2,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_Bitcoin:_May_Outperf_3,Bitcoin: May Outperform As Fed Pivots To Ease Policy (Rating Upgrade),3,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_Bitcoin:_May_Outperf_4,Bitcoin: May Outperform As Fed Pivots To Ease Policy (Rating Upgrade),4,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_Bitcoin:_May_Outperf_5,Bitcoin: May Outperform As Fed Pivots To Ease Policy (Rating Upgrade),5,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_Bitcoin:_May_Outperf_6,Bitcoin: May Outperform As Fed Pivots To Ease Policy (Rating Upgrade),6,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_Bitcoin:_May_Outperf_7,Bitcoin: May Outperform As Fed Pivots To Ease Policy (Rating Upgrade),7,basic_stochastic,3,0.7142857142857143,20250830,evaluated
20250830_next_day_Alphabet's_AI_Moat:__0,Alphabet's AI Moat: Why The Market Is Undervaluing A Giant,0,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_Alphabet's_AI_Moat:__1,Alphabet's AI Moat: Why The Market Is Undervaluing A Giant,1,basic_stochastic,3,0.7142857142857143,20250830,evaluated
20250830_next_day_Alphabet's_AI_Moat:__2,Alphabet's AI Moat: Why The Market Is Undervaluing A Giant,2,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_Alphabet's_AI_Moat:__3,Alphabet's AI Moat: Why The Market Is Undervaluing A Giant,3,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_Alphabet's_AI_Moat:__4,Alphabet's AI Moat: Why The Market Is Undervaluing A Giant,4,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_Alphabet's_AI_Moat:__5,Alphabet's AI Moat: Why The Market Is Undervaluing A Giant,5,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_Alphabet's_AI_Moat:__6,Alphabet's AI Moat: Why The Market Is Undervaluing A Giant,6,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_Alphabet's_AI_Moat:__7,Alphabet's AI Moat: Why The Market Is Undervaluing A Giant,7,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_Spirit_Airlines_file_0,"Spirit Airlines files for bankruptcy again, has this to say about its Labor Day flights",0,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_Spirit_Airlines_file_1,"Spirit Airlines files for bankruptcy again, has this to say about its Labor Day flights",1,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_Spirit_Airlines_file_2,"Spirit Airlines files for bankruptcy again, has this to say about its Labor Day flights",2,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_Spirit_Airlines_file_3,"Spirit Airlines files for bankruptcy again, has this to say about its Labor Day flights",3,basic_stochastic,3,0.7142857142857143,20250830,evaluated
20250830_next_day_Spirit_Airlines_file_4,"Spirit Airlines files for bankruptcy again, has this to say about its Labor Day flights",4,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_Spirit_Airlines_file_5,"Spirit Airlines files for bankruptcy again, has this to say about its Labor Day flights",5,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_Spirit_Airlines_file_6,"Spirit Airlines files for bankruptcy again, has this to say about its Labor Day flights",6,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_Spirit_Airlines_file_7,"Spirit Airlines files for bankruptcy again, has this to say about its Labor Day flights",7,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_Lakeland_Financial:__0,Lakeland Financial: Earnings To Continue To Grow But Valuation Is Unattractive,0,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_Lakeland_Financial:__1,Lakeland Financial: Earnings To Continue To Grow But Valuation Is Unattractive,1,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_Lakeland_Financial:__2,Lakeland Financial: Earnings To Continue To Grow But Valuation Is Unattractive,2,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_Lakeland_Financial:__3,Lakeland Financial: Earnings To Continue To Grow But Valuation Is Unattractive,3,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_Lakeland_Financial:__4,Lakeland Financial: Earnings To Continue To Grow But Valuation Is Unattractive,4,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_Lakeland_Financial:__5,Lakeland Financial: Earnings To Continue To Grow But Valuation Is Unattractive,5,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_Lakeland_Financial:__6,Lakeland Financial: Earnings To Continue To Grow But Valuation Is Unattractive,6,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_Lakeland_Financial:__7,Lakeland Financial: Earnings To Continue To Grow But Valuation Is Unattractive,7,basic_stochastic,3,0.7142857142857143,20250830,evaluated
20250830_next_day_Accelerating_Growth__0,Accelerating Growth In AI And Cloud Makes Tencent Still A Buy,0,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_Accelerating_Growth__1,Accelerating Growth In AI And Cloud Makes Tencent Still A Buy,1,basic_stochastic,3,0.7142857142857143,20250830,evaluated
20250830_next_day_Accelerating_Growth__2,Accelerating Growth In AI And Cloud Makes Tencent Still A Buy,2,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_Accelerating_Growth__3,Accelerating Growth In AI And Cloud Makes Tencent Still A Buy,3,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_Accelerating_Growth__4,Accelerating Growth In AI And Cloud Makes Tencent Still A Buy,4,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_Accelerating_Growth__5,Accelerating Growth In AI And Cloud Makes Tencent Still A Buy,5,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_Accelerating_Growth__6,Accelerating Growth In AI And Cloud Makes Tencent Still A Buy,6,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_Accelerating_Growth__7,Accelerating Growth In AI And Cloud Makes Tencent Still A Buy,7,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_Tompkins_Financial_C_0,Tompkins Financial Corporation: Balance Sheet Repricing Remains An Ongoing Tailwind,0,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_Tompkins_Financial_C_1,Tompkins Financial Corporation: Balance Sheet Repricing Remains An Ongoing Tailwind,1,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_Tompkins_Financial_C_2,Tompkins Financial Corporation: Balance Sheet Repricing Remains An Ongoing Tailwind,2,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_Tompkins_Financial_C_3,Tompkins Financial Corporation: Balance Sheet Repricing Remains An Ongoing Tailwind,3,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_Tompkins_Financial_C_4,Tompkins Financial Corporation: Balance Sheet Repricing Remains An Ongoing Tailwind,4,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_Tompkins_Financial_C_5,Tompkins Financial Corporation: Balance Sheet Repricing Remains An Ongoing Tailwind,5,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_Tompkins_Financial_C_6,Tompkins Financial Corporation: Balance Sheet Repricing Remains An Ongoing Tailwind,6,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_Tompkins_Financial_C_7,Tompkins Financial Corporation: Balance Sheet Repricing Remains An Ongoing Tailwind,7,basic_stochastic,3,0.7142857142857143,20250830,evaluated
20250830_next_day_Marvell:_Load_Up_Now_0,Marvell: Load Up Now While The Market Runs For Cover,0,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_Marvell:_Load_Up_Now_1,Marvell: Load Up Now While The Market Runs For Cover,1,basic_stochastic,3,0.7142857142857143,20250830,evaluated
20250830_next_day_Marvell:_Load_Up_Now_2,Marvell: Load Up Now While The Market Runs For Cover,2,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_Marvell:_Load_Up_Now_3,Marvell: Load Up Now While The Market Runs For Cover,3,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_Marvell:_Load_Up_Now_4,Marvell: Load Up Now While The Market Runs For Cover,4,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_Marvell:_Load_Up_Now_5,Marvell: Load Up Now While The Market Runs For Cover,5,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_Marvell:_Load_Up_Now_6,Marvell: Load Up Now While The Market Runs For Cover,6,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_Marvell:_Load_Up_Now_7,Marvell: Load Up Now While The Market Runs For Cover,7,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_PTY:_Attractive_Valu_0,PTY: Attractive Valuation And Growth Potential From Interest Rate Cuts,0,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_PTY:_Attractive_Valu_1,PTY: Attractive Valuation And Growth Potential From Interest Rate Cuts,1,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_PTY:_Attractive_Valu_2,PTY: Attractive Valuation And Growth Potential From Interest Rate Cuts,2,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_PTY:_Attractive_Valu_3,PTY: Attractive Valuation And Growth Potential From Interest Rate Cuts,3,basic_stochastic,3,0.7142857142857143,20250830,evaluated
20250830_next_day_PTY:_Attractive_Valu_4,PTY: Attractive Valuation And Growth Potential From Interest Rate Cuts,4,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_PTY:_Attractive_Valu_5,PTY: Attractive Valuation And Growth Potential From Interest Rate Cuts,5,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_PTY:_Attractive_Valu_6,PTY: Attractive Valuation And Growth Potential From Interest Rate Cuts,6,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_PTY:_Attractive_Valu_7,PTY: Attractive Valuation And Growth Potential From Interest Rate Cuts,7,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_Bitcoin_price_today:_0,Bitcoin price today: dips to $109k on firm inflation data; set for monthly drop,0,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_Bitcoin_price_today:_1,Bitcoin price today: dips to $109k on firm inflation data; set for monthly drop,1,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_Bitcoin_price_today:_2,Bitcoin price today: dips to $109k on firm inflation data; set for monthly drop,2,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_Bitcoin_price_today:_3,Bitcoin price today: dips to $109k on firm inflation data; set for monthly drop,3,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_Bitcoin_price_today:_4,Bitcoin price today: dips to $109k on firm inflation data; set for monthly drop,4,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_Bitcoin_price_today:_5,Bitcoin price today: dips to $109k on firm inflation data; set for monthly drop,5,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_Bitcoin_price_today:_6,Bitcoin price today: dips to $109k on firm inflation data; set for monthly drop,6,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_Bitcoin_price_today:_7,Bitcoin price today: dips to $109k on firm inflation data; set for monthly drop,7,basic_stochastic,3,0.7142857142857143,20250830,evaluated
20250830_next_day_DeFi_Development_lau_0,DeFi Development launches Solana treasury vehicle in UK market,0,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_DeFi_Development_lau_1,DeFi Development launches Solana treasury vehicle in UK market,1,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_DeFi_Development_lau_2,DeFi Development launches Solana treasury vehicle in UK market,2,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_DeFi_Development_lau_3,DeFi Development launches Solana treasury vehicle in UK market,3,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_DeFi_Development_lau_4,DeFi Development launches Solana treasury vehicle in UK market,4,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_DeFi_Development_lau_5,DeFi Development launches Solana treasury vehicle in UK market,5,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_DeFi_Development_lau_6,DeFi Development launches Solana treasury vehicle in UK market,6,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_DeFi_Development_lau_7,DeFi Development launches Solana treasury vehicle in UK market,7,basic_stochastic,3,0.7142857142857143,20250830,evaluated
20250830_next_day_Bybit_Adds_Tokenized_0,Bybit Adds Tokenized Gold (XAUT) to TON Network With Earn Yields Up to 100%,0,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_Bybit_Adds_Tokenized_1,Bybit Adds Tokenized Gold (XAUT) to TON Network With Earn Yields Up to 100%,1,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_Bybit_Adds_Tokenized_2,Bybit Adds Tokenized Gold (XAUT) to TON Network With Earn Yields Up to 100%,2,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_Bybit_Adds_Tokenized_3,Bybit Adds Tokenized Gold (XAUT) to TON Network With Earn Yields Up to 100%,3,basic_stochastic,3,0.7142857142857143,20250830,evaluated
20250830_next_day_Bybit_Adds_Tokenized_4,Bybit Adds Tokenized Gold (XAUT) to TON Network With Earn Yields Up to 100%,4,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_Bybit_Adds_Tokenized_5,Bybit Adds Tokenized Gold (XAUT) to TON Network With Earn Yields Up to 100%,5,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_Bybit_Adds_Tokenized_6,Bybit Adds Tokenized Gold (XAUT) to TON Network With Earn Yields Up to 100%,6,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_Bybit_Adds_Tokenized_7,Bybit Adds Tokenized Gold (XAUT) to TON Network With Earn Yields Up to 100%,7,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_Gate_Launches_GUSD:__0,Gate Launches GUSD: A Stable Investment Backed by Real-World Assets,0,basic_stochastic,4,0.5714285714285714,20250830,evaluated
20250830_next_day_Gate_Launches_GUSD:__1,Gate Launches GUSD: A Stable Investment Backed by Real-World Assets,1,basic_stochastic,2,0.8571428571428572,20250830,evaluated
20250830_next_day_Gate_Launches_GUSD:__2,Gate Launches GUSD: A Stable Investment Backed by Real-World Assets,2,basic_stochastic,5,0.4285714285714286,20250830,evaluated
20250830_next_day_Gate_Launches_GUSD:__3,Gate Launches GUSD: A Stable Investment Backed by Real-World Assets,3,basic_stochastic,8,0.0,20250830,evaluated
20250830_next_day_Gate_Launches_GUSD:__4,Gate Launches GUSD: A Stable Investment Backed by Real-World Assets,4,basic_stochastic,1,1.0,20250830,evaluated
20250830_next_day_Gate_Launches_GUSD:__5,Gate Launches GUSD: A Stable Investment Backed by Real-World Assets,5,basic_stochastic,7,0.1428571428571429,20250830,evaluated
20250830_next_day_Gate_Launches_GUSD:__6,Gate Launches GUSD: A Stable Investment Backed by Real-World Assets,6,basic_stochastic,6,0.2857142857142857,20250830,evaluated
20250830_next_day_Gate_Launches_GUSD:__7,Gate Launches GUSD: A Stable Investment Backed by Real-World Assets,7,basic_stochastic,3,0.7142857142857143,20250830,evaluated
